2011-02 40
2011-03 14
2011-04 17
2011-05 36
2011-06 41
2011-07 21
2011-08 15
2011-09 27
2011-10 8
2011-11 11
2011-12 36
2012-01 30
2012-02 42
2012-03 62
2012-04 72
2012-05 69
2012-06 59
2012-07 58
2012-08 94
2012-09 69
2012-10 117
2012-11 147
2012-12 128
2013-01 199
2013-02 163
2013-03 225
2013-04 160
2013-05 180
2013-06 194
2013-07 260
2013-08 192
2013-09 262
2013-10 196
2013-11 257
2013-12 272
2014-01 384
2014-02 357
2014-03 522
2014-04 527
2014-05 708
2014-06 488
2014-07 568
2014-08 338
2014-09 445
2014-10 391
2014-11 373
2014-12 531
2015-01 667
2015-02 610
2015-03 579
2015-04 585
2015-05 609
2015-06 543
2015-07 933
2015-08 921
2015-09 851
2015-10 896
2015-11 759
2015-12 911
2016-01 985
2016-02 888
2016-03 1173
2016-04 1232
2016-05 1218
2016-06 1166
2016-07 1212
2016-08 1423
2016-09 1845
2016-10 1436
2016-11 1543
2016-12 1518
2017-01 1460
