1 3330
2 2833
3 2296
4 1981
5 1943
6 1850
7 1784
8 1308
9 1412
10 1303
11 1534
12 1645
13 1850
14 2250
15 2504
16 2742
17 2943
18 2320
19 2277
20 2342
21 2288
22 2539
23 2723
24 2586
